Municipio,Autonomía,Provincia
Magacela,Extremadura,Badajoz
Maguilla,Extremadura,Badajoz
Malcocinado,Extremadura,Badajoz
Malpartida de la Serena,Extremadura,Badajoz
Manchita,Extremadura,Badajoz
Medellín,Extremadura,Badajoz
Medina de las Torres,Extremadura,Badajoz
Mengabril,Extremadura,Badajoz
Mérida,Extremadura,Badajoz
Mirandilla,Extremadura,Badajoz
Monesterio,Extremadura,Badajoz
Montemolín,Extremadura,Badajoz
Monterrubio de la Serena,Extremadura,Badajoz
Montijo,Extremadura,Badajoz
Navalvillar de Pela,Extremadura,Badajoz
Nogales,Extremadura,Badajoz
Oliva de la Frontera,Extremadura,Badajoz
Oliva de Mérida,Extremadura,Badajoz
Olivenza,Extremadura,Badajoz
Orellana de la Sierra,Extremadura,Badajoz
Orellana la Vieja,Extremadura,Badajoz
Palomas,Extremadura,Badajoz
Peñalsordo,Extremadura,Badajoz
Peraleda del Zaucejo,Extremadura,Badajoz
Puebla de Alcocer,Extremadura,Badajoz
Puebla de la Calzada,Extremadura,Badajoz
Puebla de la Reina,Extremadura,Badajoz
Puebla del Maestre,Extremadura,Badajoz
Puebla del Prior,Extremadura,Badajoz
Puebla de Obando,Extremadura,Badajoz
Puebla de Sancho Pérez,Extremadura,Badajoz
Quintana de la Serena,Extremadura,Badajoz
Reina,Extremadura,Badajoz
Rena,Extremadura,Badajoz
Retamal de Llerena,Extremadura,Badajoz
Ribera del Fresno,Extremadura,Badajoz
Risco,Extremadura,Badajoz
Salvaleón,Extremadura,Badajoz
Salvatierra de los Barros,Extremadura,Badajoz
Sancti-Spíritus,Extremadura,Badajoz
San Pedro de Mérida,Extremadura,Badajoz
Santa Amalia,Extremadura,Badajoz
Santa Marta,Extremadura,Badajoz
San Vicente de Alcántara,Extremadura,Badajoz
Segura de León,Extremadura,Badajoz
Siruela,Extremadura,Badajoz
Solana de los Barros,Extremadura,Badajoz
Talarrubias,Extremadura,Badajoz
Talavera la Real,Extremadura,Badajoz
Táliga,Extremadura,Badajoz
Tamurejo,Extremadura,Badajoz
Torre de Miguel Sesmero,Extremadura,Badajoz
Torremayor,Extremadura,Badajoz
Torremejía,Extremadura,Badajoz
Trasierra,Extremadura,Badajoz
Trujillanos,Extremadura,Badajoz
Usagre,Extremadura,Badajoz
Valdecaballeros,Extremadura,Badajoz
Valdetorres,Extremadura,Badajoz
Valencia de las Torres,Extremadura,Badajoz
Valencia del Mombuey,Extremadura,Badajoz
Valencia del Ventoso,Extremadura,Badajoz
Valverde de Burguillos,Extremadura,Badajoz
Valverde de Leganés,Extremadura,Badajoz
Valverde de Llerena,Extremadura,Badajoz
Valverde de Mérida,Extremadura,Badajoz
Valle de la Serena,Extremadura,Badajoz
Valle de Matamoros,Extremadura,Badajoz
Valle de Santa Ana,Extremadura,Badajoz
Villafranca de los Barros,Extremadura,Badajoz
Villagarcía de la Torre,Extremadura,Badajoz
Villagonzalo,Extremadura,Badajoz
Villalba de los Barros,Extremadura,Badajoz
Villanueva de la Serena,Extremadura,Badajoz
Villanueva del Fresno,Extremadura,Badajoz
Villar del Rey,Extremadura,Badajoz
Villar de Rena,Extremadura,Badajoz
Villarta de los Montes,Extremadura,Badajoz
Zafra,Extremadura,Badajoz
Zahínos,Extremadura,Badajoz
Zalamea de la Serena,Extremadura,Badajoz
Zarza-Capilla,Extremadura,Badajoz
Valdelacalzada,Extremadura,Badajoz
Pueblonuevo del Guadiana,Extremadura,Badajoz
Alaró,Balears (Illes),Balears (Illes)
Alaior,Balears (Illes),Balears (Illes)
Alcúdia,Balears (Illes),Balears (Illes)
Algaida,Balears (Illes),Balears (Illes)
Andratx,Balears (Illes),Balears (Illes)
Artà,Balears (Illes),Balears (Illes)
Banyalbufar,Balears (Illes),Balears (Illes)
Binissalem,Balears (Illes),Balears (Illes)
Búger,Balears (Illes),Balears (Illes)
Bunyola,Balears (Illes),Balears (Illes)
Calvià,Balears (Illes),Balears (Illes)
Campanet,Balears (Illes),Balears (Illes)
Campos,Balears (Illes),Balears (Illes)
Capdepera,Balears (Illes),Balears (Illes)
Ciutadella de Menorca,Balears (Illes),Balears (Illes)
Consell,Balears (Illes),Balears (Illes)
Costitx,Balears (Illes),Balears (Illes)
Deyá,Balears (Illes),Balears (Illes)
Escorca,Balears (Illes),Balears (Illes)
Esporles,Balears (Illes),Balears (Illes)
Estellencs,Balears (Illes),Balears (Illes)
Felanitx,Balears (Illes),Balears (Illes)
Ferreries,Balears (Illes),Balears (Illes)
Formentera,Balears (Illes),Balears (Illes)
Fornalutx,Balears (Illes),Balears (Illes)
Eivissa,Balears (Illes),Balears (Illes)
Inca,Balears (Illes),Balears (Illes)
Lloret de Vistalegre,Balears (Illes),Balears (Illes)
Lloseta,Balears (Illes),Balears (Illes)
Llubí,Balears (Illes),Balears (Illes)
Llucmajor,Balears (Illes),Balears (Illes)
Maó,Balears (Illes),Balears (Illes)
Manacor,Balears (Illes),Balears (Illes)
Mancor de la Vall,Balears (Illes),Balears (Illes)
Maria de la Salut,Balears (Illes),Balears (Illes)
Marratxí,Balears (Illes),Balears (Illes)
Montuïri,Balears (Illes),Balears (Illes)
Muro,Balears (Illes),Balears (Illes)
Palma,Balears (Illes),Balears (Illes)
Petra,Balears (Illes),Balears (Illes)
Pollença,Balears (Illes),Balears (Illes)
Porreres,Balears (Illes),Balears (Illes)
Puigpunyent,Balears (Illes),Balears (Illes)
Sant Antoni de Portmany,Balears (Illes),Balears (Illes)
Sencelles,Balears (Illes),Balears (Illes)
Sant Josep de sa Talaia,Balears (Illes),Balears (Illes)
Sant Joan,Balears (Illes),Balears (Illes)
Sant Joan de Labritja,Balears (Illes),Balears (Illes)
Sant Llorenç des Cardassar,Balears (Illes),Balears (Illes)
Sant Lluís,Balears (Illes),Balears (Illes)
Santa Eugènia,Balears (Illes),Balears (Illes)
Santa Eulalia del Río,Balears (Illes),Balears (Illes)
Santa Margalida,Balears (Illes),Balears (Illes)
Santa María del Camí,Balears (Illes),Balears (Illes)
Santanyí,Balears (Illes),Balears (Illes)
Selva,Balears (Illes),Balears (Illes)
Sineu,Balears (Illes),Balears (Illes)
Sóller,Balears (Illes),Balears (Illes)
Son Servera,Balears (Illes),Balears (Illes)
Valldemossa,Balears (Illes),Balears (Illes)
Vilafranca de Bonany,Balears (Illes),Balears (Illes)
Ariany,Balears (Illes),Balears (Illes)
Abrera,Cataluña,Barcelona
Aguilar de Segarra,Cataluña,Barcelona
Alella,Cataluña,Barcelona
Alpens,Cataluña,Barcelona
Arenys de Mar,Cataluña,Barcelona
Arenys de Munt,Cataluña,Barcelona
Argençola,Cataluña,Barcelona
Argentona,Cataluña,Barcelona
Artés,Cataluña,Barcelona
Avià,Cataluña,Barcelona
Avinyó,Cataluña,Barcelona
Avinyonet del Penedès,Cataluña,Barcelona
Aiguafreda,Cataluña,Barcelona
Badalona,Cataluña,Barcelona
Bagà,Cataluña,Barcelona
Balenyà,Cataluña,Barcelona
Balsareny,Cataluña,Barcelona
Barcelona,Cataluña,Barcelona
Begues,Cataluña,Barcelona
Bellprat,Cataluña,Barcelona
Berga,Cataluña,Barcelona
Bigues i Riells,Cataluña,Barcelona
Borredà,Cataluña,Barcelona
Cabrera dAnoia,Cataluña,Barcelona
Cabrera de Mar,Cataluña,Barcelona
Cabrils,Cataluña,Barcelona
Calaf,Cataluña,Barcelona
Caldes dEstrac,Cataluña,Barcelona
Caldes de Montbui,Cataluña,Barcelona
Calders,Cataluña,Barcelona
Calella,Cataluña,Barcelona
Calonge de Segarra,Cataluña,Barcelona
Calldetenes,Cataluña,Barcelona
Callús,Cataluña,Barcelona
Campins,Cataluña,Barcelona
Canet,Cataluña,Barcelona
Canovelles,Cataluña,Barcelona
Cànoves i Samalús,Cataluña,Barcelona
Canyelles,Cataluña,Barcelona
Capellades,Cataluña,Barcelona
Capolat,Cataluña,Barcelona
Cardedeu,Cataluña,Barcelona
Cardona,Cataluña,Barcelona
Carme,Cataluña,Barcelona
Casserres,Cataluña,Barcelona
Castellar del Riu,Cataluña,Barcelona
Castellar del Vallès,Cataluña,Barcelona
Castellar de nHug,Cataluña,Barcelona
Castellbell i el Vilar,Cataluña,Barcelona
Castellbisbal,Cataluña,Barcelona
Castellcir,Cataluña,Barcelona
Castelldefels,Cataluña,Barcelona
Castell de lAreny,Cataluña,Barcelona
Castellet i la Gornal,Cataluña,Barcelona
Castellfollit del Boix,Cataluña,Barcelona
Castellfollit de Riubregós,Cataluña,Barcelona
Castellgalí,Cataluña,Barcelona
Bages,Cataluña,Barcelona
Castellolí,Cataluña,Barcelona
Castellterçol,Cataluña,Barcelona
Castellví de la Marca,Cataluña,Barcelona
Castellví de Rosanes,Cataluña,Barcelona
Centelles,Cataluña,Barcelona
Cervelló,Cataluña,Barcelona
Collbató,Cataluña,Barcelona
Collsuspina,Cataluña,Barcelona
Copons,Cataluña,Barcelona
Corbera de Llobregat,Cataluña,Barcelona
Cornellà de Llobregat,Cataluña,Barcelona
Cubelles,Cataluña,Barcelona
Dosrius,Cataluña,Barcelona
Esparreguera,Cataluña,Barcelona
Esplugues de Llobregat,Cataluña,Barcelona
Fígols,Cataluña,Barcelona
Fogars de Montclús,Cataluña,Barcelona
Fogars de la Selva,Cataluña,Barcelona
Folgueroles,Cataluña,Barcelona
Fonollosa,Cataluña,Barcelona
Font-rubí,Cataluña,Barcelona
Gallifa,Cataluña,Barcelona
Gavà,Cataluña,Barcelona
Gaià,Cataluña,Barcelona
Gelida,Cataluña,Barcelona
Gironella,Cataluña,Barcelona
Gisclareny,Cataluña,Barcelona
Granera,Cataluña,Barcelona
Granollers,Cataluña,Barcelona
Gualba,Cataluña,Barcelona
Sant Salvador de Guardiola,Cataluña,Barcelona
Guardiola de Berguedà,Cataluña,Barcelona
Gurb,Cataluña,Barcelona
Igualada,Cataluña,Barcelona
Jorba,Cataluña,Barcelona
Llinars del Vallès,Cataluña,Barcelona
Lliçà dAmunt,Cataluña,Barcelona
Lliçà de Vall,Cataluña,Barcelona
Lluçà,Cataluña,Barcelona
Malgrat de Mar,Cataluña,Barcelona
Malla,Cataluña,Barcelona
Manlleu,Cataluña,Barcelona
Manresa,Cataluña,Barcelona
Martorell,Cataluña,Barcelona
Martorelles,Cataluña,Barcelona
Masquefa,Cataluña,Barcelona
Matadepera,Cataluña,Barcelona
Mataró,Cataluña,Barcelona
Mediona,Cataluña,Barcelona
Molins de Rei,Cataluña,Barcelona
Mollet del Vallès,Cataluña,Barcelona
Montcada i Reixac,Cataluña,Barcelona
Montgat,Cataluña,Barcelona
Monistrol de Montserrat,Cataluña,Barcelona
Monistrol de Calders,Cataluña,Barcelona
Muntanyola,Cataluña,Barcelona
Montclar,Cataluña,Barcelona
Montesquiu,Cataluña,Barcelona
Montmajor,Cataluña,Barcelona
Montmaneu,Cataluña,Barcelona
Figaró-Montmany,Cataluña,Barcelona
Montmeló,Cataluña,Barcelona
Montornès del Vallès,Cataluña,Barcelona
Montseny,Cataluña,Barcelona
Moià,Cataluña,Barcelona
Mura,Cataluña,Barcelona
Navarcles,Cataluña,Barcelona
Navàs,Cataluña,Barcelona
Òdena,Cataluña,Barcelona
Olvan,Cataluña,Barcelona
Olèrdola,Cataluña,Barcelona
Olesa de Bonesvalls,Cataluña,Barcelona
Olesa de Montserrat,Cataluña,Barcelona
Olivella,Cataluña,Barcelona
Olost,Cataluña,Barcelona
Orís,Cataluña,Barcelona
Oristà,Cataluña,Barcelona
Orpí,Cataluña,Barcelona
Òrrius,Cataluña,Barcelona
Pacs del Penedès,Cataluña,Barcelona
Palafolls,Cataluña,Barcelona
Palau-solità i Plegamans,Cataluña,Barcelona
Pallejà,Cataluña,Barcelona
Parets del Vallès,Cataluña,Barcelona
Perafita,Cataluña,Barcelona
Piera,Cataluña,Barcelona
Pineda de Mar,Cataluña,Barcelona
Polinyà,Cataluña,Barcelona
Pontons,Cataluña,Barcelona
Prats de Lluçanès,Cataluña,Barcelona
Premià de Mar,Cataluña,Barcelona
Puigdàlber,Cataluña,Barcelona
Puig-reig,Cataluña,Barcelona
Pujalt,Cataluña,Barcelona
Rajadell,Cataluña,Barcelona
Rellinars,Cataluña,Barcelona
Ripollet,Cataluña,Barcelona
Roda de Ter,Cataluña,Barcelona
Rubí,Cataluña,Barcelona
Rubió,Cataluña,Barcelona
Sabadell,Cataluña,Barcelona
Sagàs,Cataluña,Barcelona
Sant Pere Sallavinera,Cataluña,Barcelona
Saldes,Cataluña,Barcelona
Sallent,Cataluña,Barcelona
Santpedor,Cataluña,Barcelona
Sant Iscle de Vallalta,Cataluña,Barcelona
Sant Adrià de Besòs,Cataluña,Barcelona
Sant Agustí de Lluçanès,Cataluña,Barcelona
Sant Andreu de la Barca,Cataluña,Barcelona
Sant Andreu de Llavaneres,Cataluña,Barcelona
Sant Antoni de Vilamajor,Cataluña,Barcelona
Sant Bartomeu del Grau,Cataluña,Barcelona
Sant Boi de Llobregat,Cataluña,Barcelona
Sant Boi de Lluçanès,Cataluña,Barcelona
Sant Celoni,Cataluña,Barcelona
Sant Cebrià de Vallalta,Cataluña,Barcelona
Sant Climent de Llobregat,Cataluña,Barcelona
Sant Cugat del Vallès,Cataluña,Barcelona
Sant Cugat Sesgarrigues,Cataluña,Barcelona
Sant Esteve de Palautordera,Cataluña,Barcelona
Sant Esteve Sesrovires,Cataluña,Barcelona
Sant Fost de Campsentelles,Cataluña,Barcelona
Sant Feliu de Codines,Cataluña,Barcelona
Sant Feliu de Llobregat,Cataluña,Barcelona
Sant Feliu Sasserra,Cataluña,Barcelona
Sant Fruitós de Bages,Cataluña,Barcelona
Vilassar de Dalt,Cataluña,Barcelona
Sant Hipòlit de Voltregà,Cataluña,Barcelona
Sant Jaume de Frontanyà,Cataluña,Barcelona
Sant Joan Despí,Cataluña,Barcelona
Sant Joan de Vilatorrada,Cataluña,Barcelona
Vilassar de Mar,Cataluña,Barcelona
Sant Julià de Vilatorta,Cataluña,Barcelona
Sant Just Desvern,Cataluña,Barcelona
Sant Llorenç dHortons,Cataluña,Barcelona
Sant Llorenç Savall,Cataluña,Barcelona
Sant Martí de Centelles,Cataluña,Barcelona
Sant Martí dAlbars,Cataluña,Barcelona
Sant Martí de Tous,Cataluña,Barcelona
Sant Martí Sarroca,Cataluña,Barcelona
Sant Martí Sesgueioles,Cataluña,Barcelona
Sant Mateu de Bages,Cataluña,Barcelona
Premià de Dalt,Cataluña,Barcelona
Sant Pere de Ribes,Cataluña,Barcelona
Sant Pere de Riudebitlles,Cataluña,Barcelona
Sant Pere de Torelló,Cataluña,Barcelona
Sant Pere de Vilamajor,Cataluña,Barcelona
Sant Pol de Mar,Cataluña,Barcelona
Sant Quintí de Mediona,Cataluña,Barcelona
Sant Quirze de Besora,Cataluña,Barcelona
Sant Quirze del Vallès,Cataluña,Barcelona
Sant Quirze Safaja,Cataluña,Barcelona
Sant Sadurní dAnoia,Cataluña,Barcelona
Sant Sadurní dOsormort,Cataluña,Barcelona
Marganell,Cataluña,Barcelona
Santa Cecília de Voltregà,Cataluña,Barcelona
Santa Coloma de Cervelló,Cataluña,Barcelona
Santa Coloma de Gramenet,Cataluña,Barcelona
Santa Eugènia de Berga,Cataluña,Barcelona
Santa Eulàlia de Riuprimer,Cataluña,Barcelona
Santa Eulàlia de Ronçana,Cataluña,Barcelona
Santa Fe del Penedès,Cataluña,Barcelona
Santa Margarida de Montbui,Cataluña,Barcelona
Santa Margarida i els Monjos,Cataluña,Barcelona
Barberà del Vallès,Cataluña,Barcelona
Santa Maria de Besora,Cataluña,Barcelona
Santa Maria de Corcó,Cataluña,Barcelona
Santa Maria de Merlès,Cataluña,Barcelona
Santa Maria de Martorelles,Cataluña,Barcelona
Santa Maria de Miralles,Cataluña,Barcelona
Santa Maria dOló,Cataluña,Barcelona
Santa Maria de Palautordera,Cataluña,Barcelona
Santa Perpètua de Mogoda,Cataluña,Barcelona
Santa Susanna,Cataluña,Barcelona
Sant Vicenç de Castellet,Cataluña,Barcelona
Sant Vicenç dels Horts,Cataluña,Barcelona
Sant Vicenç de Montalt,Cataluña,Barcelona
Sant Vicenç de Torelló,Cataluña,Barcelona
Cerdanyola del Vallès,Cataluña,Barcelona
Sentmenat,Cataluña,Barcelona
Cercs,Cataluña,Barcelona
Seva,Cataluña,Barcelona
Sitges,Cataluña,Barcelona
Sobremunt,Cataluña,Barcelona
Sora,Cataluña,Barcelona
Subirats,Cataluña,Barcelona
Súria,Cataluña,Barcelona
Tavèrnoles,Cataluña,Barcelona
Tagamanent,Cataluña,Barcelona
Talamanca,Cataluña,Barcelona
Taradell,Cataluña,Barcelona
Terrassa,Cataluña,Barcelona
Tavertet,Cataluña,Barcelona
Teià,Cataluña,Barcelona
Tiana,Cataluña,Barcelona
Tona,Cataluña,Barcelona
Tordera,Cataluña,Barcelona
Torelló,Cataluña,Barcelona
Torrelavit,Cataluña,Barcelona
Torrelles de Foix,Cataluña,Barcelona
Torrelles de Llobregat,Cataluña,Barcelona
Ullastrell,Cataluña,Barcelona
Vacarisses,Cataluña,Barcelona
Vallbona dAnoia,Cataluña,Barcelona
Vallcebre,Cataluña,Barcelona
Vallgorguina,Cataluña,Barcelona
Vallirana,Cataluña,Barcelona
Vallromanes,Cataluña,Barcelona
Veciana,Cataluña,Barcelona
Vic,Cataluña,Barcelona
Vilada,Cataluña,Barcelona
Viladecavalls,Cataluña,Barcelona
Viladecans,Cataluña,Barcelona
Vilanova del Camí,Cataluña,Barcelona
Vilanova de Sau,Cataluña,Barcelona
Vilobí del Penedès,Cataluña,Barcelona
Vilafranca del Penedès,Cataluña,Barcelona
Vilalba Sasserra,Cataluña,Barcelona
Vilanova i la Geltrú,Cataluña,Barcelona
Viver i Serrateix,Cataluña,Barcelona
Rupit i Pruit,Cataluña,Barcelona
Vilanova del Vallès,Cataluña,Barcelona
Sant Julià de Cerdanyola,Cataluña,Barcelona
Badia del Vallès,Cataluña,Barcelona
Abajas,Castilla y León,Burgos
Adrada de Haza,Castilla y León,Burgos
Aguas Cándidas,Castilla y León,Burgos
Aguilar de Bureba,Castilla y León,Burgos
Albillos,Castilla y León,Burgos
Alcocero de Mola,Castilla y León,Burgos
Alfoz de Bricia,Castilla y León,Burgos
Alfoz de Santa Gadea,Castilla y León,Burgos
Altable,Castilla y León,Burgos
Ameyugo,Castilla y León,Burgos
Anguix,Castilla y León,Burgos
Aranda de Duero,Castilla y León,Burgos
Arandilla,Castilla y León,Burgos
Arauzo de Miel,Castilla y León,Burgos
Arauzo de Salce,Castilla y León,Burgos
Arauzo de Torre,Castilla y León,Burgos
Arcos,Castilla y León,Burgos
Arenillas de Riopisuerga,Castilla y León,Burgos
Arija,Castilla y León,Burgos
Arlanzón,Castilla y León,Burgos
Arraya de Oca,Castilla y León,Burgos
Atapuerca,Castilla y León,Burgos
Avellanosa de Muñó,Castilla y León,Burgos
Bahabón de Esgueva,Castilla y León,Burgos
Baños de Valdearados,Castilla y León,Burgos
Bañuelos de Bureba,Castilla y León,Burgos
Barbadillo de Herreros,Castilla y León,Burgos
Barbadillo del Mercado,Castilla y León,Burgos
Barbadillo del Pez,Castilla y León,Burgos
Barrio de Muñó,Castilla y León,Burgos
Barrios de Colina,Castilla y León,Burgos
Basconcillos del Tozo,Castilla y León,Burgos
Bascuñana,Castilla y León,Burgos
Belbimbre,Castilla y León,Burgos
Belorado,Castilla y León,Burgos
Berberana,Castilla y León,Burgos
Berlangas de Roa,Castilla y León,Burgos
Berzosa de Bureba,Castilla y León,Burgos
Bozoó,Castilla y León,Burgos
Brazacorta,Castilla y León,Burgos
Briviesca,Castilla y León,Burgos
Bugedo,Castilla y León,Burgos
Buniel,Castilla y León,Burgos
Burgos,Castilla y León,Burgos
Busto de Bureba,Castilla y León,Burgos
Cabañes de Esgueva,Castilla y León,Burgos
Cabezón de la Sierra,Castilla y León,Burgos
Cavia,Castilla y León,Burgos
Caleruega,Castilla y León,Burgos
Campillo de Aranda,Castilla y León,Burgos
Campolara,Castilla y León,Burgos
Canicosa de la Sierra,Castilla y León,Burgos
Cantabrana,Castilla y León,Burgos
Carazo,Castilla y León,Burgos
Carcedo de Bureba,Castilla y León,Burgos
Carcedo de Burgos,Castilla y León,Burgos
Cardeñadijo,Castilla y León,Burgos
Cardeñajimeno,Castilla y León,Burgos
Cardeñuela Riopico,Castilla y León,Burgos
Carrias,Castilla y León,Burgos
Cascajares de Bureba,Castilla y León,Burgos
Cascajares de la Sierra,Castilla y León,Burgos
Castellanos de Castro,Castilla y León,Burgos
Castildelgado,Castilla y León,Burgos
Castil de Peones,Castilla y León,Burgos
Castrillo de la Reina,Castilla y León,Burgos
Castrillo de la Vega,Castilla y León,Burgos
Castrillo del Val,Castilla y León,Burgos
Castrillo de Riopisuerga,Castilla y León,Burgos
Castrillo Matajudíos,Castilla y León,Burgos
Castrojeriz,Castilla y León,Burgos
Cayuela,Castilla y León,Burgos
Cebrecos,Castilla y León,Burgos
Celada del Camino,Castilla y León,Burgos
Cerezo de Río Tirón,Castilla y León,Burgos
Cerratón de Juarros,Castilla y León,Burgos
Ciadoncha,Castilla y León,Burgos
Cillaperlata,Castilla y León,Burgos
Cilleruelo de Abajo,Castilla y León,Burgos
Cilleruelo de Arriba,Castilla y León,Burgos
Ciruelos de Cervera,Castilla y León,Burgos
Cogollos,Castilla y León,Burgos
Condado de Treviño,Castilla y León,Burgos
Contreras,Castilla y León,Burgos
Coruña del Conde,Castilla y León,Burgos
Covarrubias,Castilla y León,Burgos
Cubillo del Campo,Castilla y León,Burgos
Cubo de Bureba,Castilla y León,Burgos
Cuevas de San Clemente,Castilla y León,Burgos
Encío,Castilla y León,Burgos
Espinosa de Cervera,Castilla y León,Burgos
Espinosa del Camino,Castilla y León,Burgos
Espinosa de los Monteros,Castilla y León,Burgos
Estépar,Castilla y León,Burgos
Fontioso,Castilla y León,Burgos
Frandovínez,Castilla y León,Burgos
Fresneda de la Sierra Tirón,Castilla y León,Burgos
Fresneña,Castilla y León,Burgos
Fresnillo de las Dueñas,Castilla y León,Burgos
Fresno de Río Tirón,Castilla y León,Burgos
Fresno de Rodilla,Castilla y León,Burgos
Frías,Castilla y León,Burgos
Fuentebureba,Castilla y León,Burgos
Fuentecén,Castilla y León,Burgos
Fuentelcésped,Castilla y León,Burgos
Fuentelisendo,Castilla y León,Burgos
Fuentemolinos,Castilla y León,Burgos
Fuentenebro,Castilla y León,Burgos
